status,reported,description,address,type,occurred
CLOSED,2019-06-16 01:07:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the noise was coming from an      active alarm clock. Officers reported that the owner then arrived and turned off the alarm clock shortly thereafter.,PEABODY TERRACE 29 900 MEMORIAL DR CAMBRIDGE,NOISE COMPLAINT,6/16/19 1:07 AM
CLOSED,2020-02-08 10:01:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in the building. Officers arrived, located the individual,   and advised them to remain awake while inside of the building.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,2/8/20 10:01 AM
OPEN,2020-03-25 13:50:00+00:00,Officers took a report of a suspicious voicemail.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,SUSPICIOUS CALL/TEXT/MAIL/SOCI,3/25/20 11:00 AM - 11:47 AM
OPEN,2019-07-10 22:59:00+00:00,Officers dispatched to take a report of a past assault and battery.,WIGGLESWORTH HALL F 6 HARVARD YARD CAMBRIDGE,ASSAULT REPORT,"7/10/19
10:45 PM - 10:58 PM"
CLOSED,2019-06-25 11:00:00+00:00,Officer dispatched to take a report of an unknown substance discovered on a motor vehicle.,WARREN ALPERT BUILDING GARAGE 200 LONGWOOD AVE BOSTON,SUSPICIOUS ACTIVITY,6/24/19 10:40 AM - 5:40 PM
OPEN,2019-06-17 13:15:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MORRIS HALL 14 HARVARD WAY ALLSTON,MOTOR VEHICLE ACCIDENT,"6/17/19
1:15 PM"
OPEN,2019-05-31 12:37:00+00:00,Officer dispatched to take a report of a stolen diploma.,SPANGLER CENTER 117 WESTERN AVE ALLSTON,THEFT REPORT,"5/30/19
12:00 PM - 1:26 PM"
CLOSED,2020-02-11 10:35:00+00:00,"Officer dispatched to a report of a disturbance. Officer arrived and reported that the disturbance was a result of an      argument, but that the issue had been resolved.",DENTAL SCHOOL 188 LONGWOOD AVE BOSTON,DISTURBANCE,2/11/20 10:35 AM
CLOSED,2020-03-15 00:00:00+00:00,Officer dispatched to a report of a noise complaint. Officer arrived and reported that the individuals were dispersing for the night.,LEVERETT HOUSE A - MCKINLOCK H 8 MILL ST CAMBRIDGE,NOISE COMPLAINT,3/15/20 0:09 AM - 0:11 AM
CLOSED,2019-06-03 17:04:00+00:00,Officer dispatched to a report of the odor of gasoline coming from a motor vehicle inside of the garage. Officer arrived   and reported that Boston Fire was on scene. Officer reported that the motor vehicle was moved outside of the garage and    the building was then ventilated to remove the odor.,NEW RESEARCH BUILDING PARKING 77 AVE LOUIS PASTEUR BOSTON,HAZARDOUS CONDITION,6/3/19 5:00 PM - 5:40 PM
OPEN,2019-07-05 14:11:00+00:00,"Officer dispatched to take a report of a stolen unattended and unsecured wallet valued at $700.00 that contained          
identification cards, credit cards and $150.00.",MATTHEWS HALL NORTH 9 HARVARD YARD CAMBRIDGE,THEFT REPORT,"7/5/19
0:01 AM - 0:20 AM"
CLOSED,2020-05-13 16:16:00+00:00,"Officer dispatched to a report of individuals in the area. Officer arrived, located the individuals, and reported that all was well.",HOUGHTON LIBRARY 29 HARVARD YARD CAMBRIDGE,REMOVE GROUP,5/13/20 4:16 PM
CLOSED,2020-02-19 13:57:00+00:00,Officer dispatched to take a report of a suspicious phone call.,HARVARD PUBLIC AFFAIRS AND COM 114-6 MT AUBURN ST CAMBRIDGE,SUSPICIOUS CALL/TEXT/MAIL/SOCI,2/19/20 1:50 PM - 2:00 PM
CLOSED,2019-09-06 21:40:00+00:00,Officers dispatched to a report of an assault and battery. Officers arrived and reported that Boston Police was on scene.  Officers and Boston Police searched the area for the individual with negative results.,N HARVARD STCAMBRIDGE,ASSIST BOSTON POLICE,9/6/19 9:40 PM
CLOSED,2019-07-29 10:53:00+00:00,Officer dispatched to take a report of tagging/graffiti done to the base of the statue.,JOHN HARVARD STATUE 1 HARVARD YARD CAMBRIDGE,VANDALISM,7/29/19 10:45 AM - 10:50 AM
CLOSED,2019-06-18 00:12:00+00:00,"Officers dispatched to a report of individuals skateboarding in the area. Officers arrived, located the individuals, and   sent them on their way.",MASSACHUSETTS AVE / EVERETT STCAMBRIDGE,SKATEBOARD/BIKECOMPLAINT,6/18/19 0:12 AM
OPEN,2019-10-15 16:10:00+00:00,"Officer dispatched to take a report of a stolen pink racing bicycle valued at $900.00 and a gray hybrid bicycle valued at  $500.00. The reporting individual informed the officer that the bicycles were secured to a bike rack with two cable locks  valued at $34.00, which were also stolen.",SHALER LANE 31 31 SHALER LN CAMBRIDGE,THEFT REPORT,10/1/19 - 3:00 PM 10/13/19 - 11:00 AM
CLOSED,2019-04-19 10:52:00+00:00,Officer took a walk-in report of a motor vehicle accident with no personal injuries.,OXFORD STREET GARAGE 52 OXFORD ST CAMBRIDGE,MOTOR VEHICLE ACCIDENT,"4/18/19 - 4:00 PM
4/19/19 - 7:30 AM"
CLOSED,2020-03-23 05:58:00+00:00,Officers dispatched to a report of an individual in the lobby of the building. Officers arrived and reported that the      individual was gone on arrival.,HARVARD AT TRILOGY 170 BROOKLINE AVE BOSTON,UNWANTED GUEST,3/23/20 5:58 AM
CLOSED,2020-04-14 20:44:00+00:00,"Officer dispatched to a report of a group of individuals in the area. Officer arrived, located the individuals, and sent   them on their way.",FORBES PLAZA 1350 MASSACHUSETTS AVE CAMBRIDGE,REMOVE GROUP,4/14/20 8:44 PM
CLOSED,2019-06-21 07:58:00+00:00,"Officers dispatched to a report of an unwanted guest in the alleyway behind the building. Officers arrived, located the    individual, and sent them on their way.",8 STORY STCAMBRIDGE,UNWANTED GUEST,6/21/19 7:58 AM
CLOSED,2019-07-05 18:14:00+00:00, ,LEVERETT HOUSE A - MCKINLOCK H 8 MILL ST CAMBRIDGE,SUSPICIOUS ACTIVITY,7/5/19 6:00 PM - 6:25 PM
OPEN,2020-03-25 12:43:00+00:00,"Officers dispatched to a report of an individual engaged in suspicious activity around the building. Officers arrived,     located the individual, and conducted a field interview. During the field interview, the individual was run for            wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University  property and sent on their way.",CABOT HOUSE I - ELIOT HALL 51 SHEPARD ST CAMBRIDGE,TRESPASS WARNING,3/25/20 12:40 PM - 1:30 PM
CLOSED,2020-02-22 19:18:00+00:00,Officer took a report of vandalism to the walls of a residence in the building.,HARVARD AT TRILOGY 170 BROOKLINE AVE BOSTON,VANDALISM,2/21/20 - 2:00 PM 2/22/20 - 5:15 PM
CLOSED,2019-08-05 12:40:00+00:00,Officer dispatched to a report of two individuals requesting interviews from several people in the area. Officer arrived   and reported that the individuals were gone on arrival and all appeared to be in order.,THAYER HALL NORTH 21 HARVARD YARD CAMBRIDGE,SUSPICIOUS ACTIVITY,8/5/19 12:40 PM
CLOSED,2019-06-03 12:28:00+00:00,Officer dispatched to take a report of stolen U.S. currency valued at $200.00.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,6/3/19 12:45 PM
CLOSED,2019-04-30 10:12:00+00:00,Officer dispatched to take a report of past suspicious activity.,ALUMNAE HOUSE RADCLIFFE 79 BRATTLE ST CAMBRIDGE,SUSPICIOUS ACTIVITY,"4/26/19
1:10 PM - 1:30 PM"
CLOSED,2019-09-01 23:34:00+00:00,Officer dispatched to a report of a noise complaint. Officer arrived and reported that the noise was from a scheduled      event and all was in order.,RADCLIFFE QUAD 107 SHEPARD ST CAMBRIDGE,NOISE COMPLAINT,9/1/19 11:34 PM
CLOSED,2019-11-21 00:53:00+00:00,Officers dispatched to a report of loud music. Officers arrived and advised the occupants to keep the noise level down.,SOLDIERS FIELD PARK 06 111 WESTERN AVE ALLSTON,NOISE COMPLAINT,11/21/19 0:53 AM
OPEN,2019-06-19 12:24:00+00:00,"Officer dispatched to take a report of stolen Cartier sunglasses valued at $800.00, Prada sunglasses valued at $600.00, a",SOLDIERS FIELD PARK GARAGE 111 WESTERN AVE ALLSTON,THEFT REPORT,6/18/19 - 10:00 PM 6/19/19 - 12:20 PM
CLOSED,2019-06-17 13:58:00+00:00,"Officer dispatched to a report of an unwanted guest in the building. Officer arrived, located the individual, and sent     them on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,6/17/19 1:58 PM
CLOSED,2020-05-15 18:10:00+00:00,"Officers dispatched to a report of an individual in the building. Officers arrived, located the individual and conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property and sent on  their way.",18 BANKS STCAMBRIDGE,TRESPASS WARNING,5/15/20 6:00 PM - 6:30 PM
CLOSED,2019-10-12 00:33:00+00:00,Officers dispatched to a report of loud music. Officers and Cambridge Police arrived and report that a party was shut      down.,20-20A PRESCOTT ST 20 PRESCOTT ST CAMBRIDGE,LOUD PARTY,10/12/19 0:27 AM - 1:00 AM
CLOSED,2019-10-28 17:31:00+00:00,"Officer dispatched to take a report of a stolen black and white BMW mountain bicycle valued at $3,000.00. The reporting    individual informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $20.00, which    was also stolen.                                                                                                                                                                                                                                      Update 11/20/19: This case is closed pending any further investigation.",CRIMSON NEWSPAPER 14 PLYMPTON ST CAMBRIDGE,THEFT REPORT,10/27/19 - 8:00 PM 10/28/19 - 5:25 PM
CLOSED,2019-11-03 02:19:00+00:00,Officers dispatched to a report of several individuals talking loudly outside of the building. Officers arrived and        reported that the individuals left the area upon their arrival.,19 WARE STCAMBRIDGE,NOISE COMPLAINT,11/3/19 2:19 AM
CLOSED,2020-02-06 14:07:00+00:00,"Officer reported a pedestrian struck by a motor vehicle. Officer reported that Boston Police was requested to the scene,   and upon arrival took jurisdiction over the incident.",PARK DR / MOUNTFORT STCAMBRIDGE,ASSIST BOSTON POLICE,2/6/20 2:07 PM
CLOSED,2019-10-15 22:01:00+00:00,Officers dispatched to a report of an individual who rattled a door handle to a room in the building. Officers arrived and searched for the individual with negative results.,PERKINS HALL 35 OXFORD ST CAMBRIDGE,SUSPICIOUS ACTIVITY,10/15/19 9:55 PM - 10:30 PM
CLOSED,2020-01-16 09:38:00+00:00,"Officers dispatched to a report of an individual having a disruptive telephone conversation. Officers arrived, located the individual, and sent them on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,1/16/20 9:38 AM
CLOSED,2020-02-22 03:31:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the area was quiet.,ADAMS HOUSE A - WESTMORLY HALL 45 BOW ST CAMBRIDGE,NOISE COMPLAINT,2/22/20 3:31 AM
CLOSED,2019-06-30 20:00:00+00:00,"Officers dispatched to a report of two individuals who were stopped after being suspected of removing property from the   
building. Officers arrived and located the reporting individuals who stated that upon their arrival, they observed        
vandalism to a locker and approximately six individuals attempting to flee the area. The reporting individuals stated that
they stopped two juveniles a short distance away and recovered a backpack valued at $60.00, a T-shirt valued at $10.00,   
and two Beats headphone valued at $200.00. Upon further consultation, the reporting individuals stated that a Nike hockey",ATHLETICS - BRIGHT LANDRY HOCK 65 N HARVARD ST ALLSTON,THEFT REPORT,"6/30/19
8:00 PM - 9:00 PM"
CLOSED,2019-06-26 08:30:00+00:00,Officer dispatched to a report of graffiti/tagging to an overpass. Officer arrived and reported that the overpass was      maintained by State Police.,64 CAMBRIDGE STALLSTON,ASSIST STATE POLICE,6/26/19 8:30 AM
OPEN,2019-07-23 17:51:00+00:00,Officer took a report of a sexual assault.,RIVER DORMSCAMBRIDGE,RAPE,3/2/19 1:00 AM - 3:00 AM
CLOSED,2019-06-09 14:31:00+00:00,"Officer dispatched to take a report of a stolen gray and pink Schwinn bicycle valued at $350.00.  The reporting individual
informed the officer their chain lock valued at $20.00 was also stolen.",NORTH HALL 1651 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,"6/8/19 - 7:00 PM
6/9/19 - 3:15 PM"
CLOSED,2020-04-18 19:25:00+00:00,"Officer dispatched to a report of an individual engaged in suspicious activity in the area. Officer arrived, located the   individual, and conducted a field interview. During the field interview, the individual was run for wants/warrants with    negative results and sent on their way.",WIDENER GATE 42 HARVARD YARD CAMBRIDGE,FIELD INTERVIEW,4/18/20 7:20 PM - 7:25 PM
CLOSED,2020-03-16 12:55:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,WARREN ALPERT BUILDING LOADING 200 LONGWOOD AVE BOSTON,MOTOR VEHICLE ACCIDENT,3/16/20 12:50 PM - 12:59 PM
CLOSED,2019-03-28 23:36:00+00:00,"Officers dispatched to a report of loud music coming from the building. Officers arrived and reported that the occupants  
of apartment 1011 were dispersing upon their arrival.",PEABODY TERRACE 10 900 MEMORIAL DR CAMBRIDGE,LOUD PARTY,"3/28/19
11:36 PM"
OPEN,2020-04-17 00:52:00+00:00,Officers dispatched to take a report of a domestic disturbance.,PEABODY TERRACE 02 900 MEMORIAL DR CAMBRIDGE,DOMESTIC DISTURBANCE,4/17/20 0:52 AM - 2:18 AM
OPEN,2020-01-29 13:13:00+00:00,Officer took a report of a sexual assault.,RADCLIFFE QUADRANGLE HOUSESCAMBRIDGE,RAPE,1/29/20 1:13 PM
CLOSED,2020-02-25 16:33:00+00:00,Officer dispatched to take a report of a suspicious letter.,HARVARD UNIVERSITY HEALTH SERV 75 MT AUBURN ST CAMBRIDGE,SUSPICIOUS CALL/TEXT/MAIL/SOCI,2/25/20 4:15 PM - 4:45 PM
CLOSED,2020-02-02 02:23:00+00:00,Officers dispatched to a report of two individuals engaged in suspicious activity. Officers arrived and reported that the  individuals were gone on arrival.,CABOT HOUSE J - ELIOT HALL 51 SHEPARD ST CAMBRIDGE,SUSPICIOUS ACTIVITY,2/2/20 2:23 AM
CLOSED,2019-06-02 20:24:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,CONTINUUM 219 WESTERN AVE ALLSTON,MOTOR VEHICLE ACCIDENT,6/2/19 8:15 PM - 8:35 PM
OPEN,2019-10-24 15:27:00+00:00,Officer took a report of fraud.,BAUER LIFE SCIENCES BUILDING 12 OXFORD ST CAMBRIDGE,FRAUD,9/9/19 - 3:00 PM 10/24/19 - 5:30 PM
CLOSED,2020-02-23 00:45:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the group was leaving the area    upon the officers' arrival.,QUINCY HOUSE A - MATHER HALL 58 PLYMPTON ST CAMBRIDGE,NOISE COMPLAINT,2/23/20 0:45 AM
CLOSED,2019-07-05 11:40:00+00:00,Burned out light ballast.,FOGG MUSEUM 32 QUINCY ST CAMBRIDGE,ALARM-FIRE,"7/5/19
11:40 AM"
CLOSED,2019-06-11 16:12:00+00:00,"Officer dispatched to take a report of a motor vehicle accident with no personal injuries. Officer arrived and spoke to   
the individual who stated while attempting to turn around they struck another a blue light pole. Officer reports the      
vehicle and the pole sustained damage as well as the vehicle's reflectors.",125 WESTERN AVE LOT,MOTOR VEHICLE ACCIDENT ,"6/11/19
4:07 PM - 4:22 PM"
CLOSED,2019-05-21 15:27:00+00:00,Officer dispatched to take a report of a suspicious letter.,UNIVERSITY HALL 1 HARVARD YARD CAMBRIDGE,SUSPICIOUS ACTIVITY,"5/14/19 - 10:00 PM
5/21/19 - 9:00 AM"
CLOSED,2019-05-25 23:08:00+00:00,"Officer dispatched to a report of an unwanted guest attempting to sleep in the area. Officer arrived, located the         
individual, and sent them on their way.",JFK PARK 968 MEMORIAL DR CAMBRIDGE,UNWANTED GUEST,"5/25/19
11:08 PM"
CLOSED,2019-09-25 14:59:00+00:00,"Officers dispatched to a report of two individuals possibly attempting to steal a bicycle. Officers arrived, searched for  the individuals, and reported that they were gone on arrival.",AMES HALL 20 EVERETT ST CAMBRIDGE,THEFT REPORT,9/25/19 2:59 PM
CLOSED,2019-06-19 09:49:00+00:00,Officer while on patrol observed an unwanted guest sleeping in the building. Officer approached the individual and         conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then      issued a verbal trespass warning for all Harvard University property and sent on their way.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,6/19/19 9:00 AM - 10:15 AM
CLOSED,2019-11-30 17:57:00+00:00,Officers dispatched to a report of an individual bothering patrons inside of the building. Officers arrived and reported   that the individual was gone on arrival.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,11/30/19 5:57 PM
CLOSED,2019-07-11 18:13:00+00:00,Officer dispatched to take a report of past suspicious activity.,BODYSCAPES FITNESS CENTER77 AVE LOUIS PASTEUR,SUSPICIOUS ACTIVITY,7/11/19 5:30 PM - 6:30 PM
CLOSED,2019-07-19 12:54:00+00:00,Officer dispatched to monitor a demonstration that occurred without incident.,WIDENER LIBRARY 31 HARVARD YARD CAMBRIDGE,DEMONSTRATION,"7/19/19
12:54 PM - 1:50 PM"
CLOSED,2019-06-04 05:05:00+00:00,"Officer dispatched to assist Boston Police with searching for an individual possibly in the area. Officer arrived and     
searched the area with negative results.",ATHLETICS - MURR CENTER LOT 65 N HARVARD ST ALLSTON,ASSIST BOSTON POLICE,"6/4/19
5:05 AM"
CLOSED,2019-09-13 01:31:00+00:00,"Officer dispatched to a report of an active fire alarm in the building. Officer arrived and reported that Cambridge Fire   was on scene. Upon consultation with Cambridge Fire, officer reported that a fire ignited in an oven and was extinguished  by an occupant shortly thereafter. Officer reported that the fire caused damage to the oven and that Cambridge Fire        ventilated the necessary area and deemed the building safe for re-entry a short time later.",85-95 PRESCOTT STREET 95 PRESCOTT ST CAMBRIDGE,FIRE,9/13/19 1:26 AM - 1:45 AM
CLOSED,2019-11-01 08:59:00+00:00,"Officer while on patrol observed two unwanted guests creating an untidy space inside of the building. Officer approached   the individuals and conducted a field interview. During the field interview, the individuals refused to provide            identifying information and engaged in uncooperative behavior. The individuals were then issued verbal trespass warnings   for all Harvard University property and sent on their way.",SMITH CAMPUS CENTER - ARCADE 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,11/1/19 8:59 AM - 9:27 AM
OPEN,2019-06-13 11:23:00+00:00,"Officer dispatched to take a report of a stolen Specialized bicycle valued at $1,300.  The cable lock was damaged and left at the scene.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,6/11/19 - 5:00 PM 6/13/19 - 11:20 AM
CLOSED,2019-09-15 01:16:00+00:00,Officers dispatched to a report of a loud party. Officers arrived and reported that the party was shut down.,WINTHROP HOUSE C - STANDISH HA 32 MILL ST CAMBRIDGE,LOUD PARTY,9/15/19 1:16 AM
CLOSED,2020-03-13 16:09:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MATTHEWS HALL NORTH 9 HARVARD YARD CAMBRIDGE,MOTOR VEHICLE ACCIDENT,3/13/20 3:50 PM - 4:00 PM
OPEN,2019-06-14 12:26:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,WARREN ALPERT BUILDING GARAGE 200 LONGWOOD AVE BOSTON,MOTOR VEHICLE ACCIDENT,"6/11/19
7:30 AM - 11:00 AM"
CLOSED,2019-05-29 13:35:00+00:00,"Officer dispatched to take a report of a stolen green Gary Fisher bicycle valued at $5,000.00. The reporting individual   
informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $20.00, which was also     
stolen.",MAXWELL DWORKIN BUILDING 33 OXFORD ST CAMBRIDGE,THEFT REPORT,"5/24/19 - 9:00 AM
5/28/19 - 9:00 AM"
CLOSED,2019-04-30 16:00:00+00:00,"Officers dispatched to a report of several individuals smoking marijuana behind the building. Officers arrived and        
reported several individuals smoking cigarettes in the area. Officers informed the individuals of the policy regarding    
smoking on Harvard University property and sent them on their way.",HARVARD ADVOCATE 21 SOUTH ST CAMBRIDGE,REMOVE GROUP,"4/30/19
3:55 PM - 4:10 PM"
CLOSED,2019-05-28 00:29:00+00:00,"Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and reported that the music     
would be shut off and all occupants would disperse for the night.",PORCELLIAN CLUB 1324 MASSACHUSETTS AVE CAMBRIDGE,ASSIST CAMBRIDGE POLICE,"5/28/19
0:20 AM - 1:00 AM"
OPEN,2019-10-24 13:43:00+00:00,"Officer dispatched to take a report of a stolen wallet containing $80.00 in U.S. currency, a license, HUID, and            debit/credit cards.",MALKIN ATHLETIC CENTER 39 HOLYOKE ST CAMBRIDGE,THEFT REPORT,10/24/19 12:15 PM - 1:13 PM
CLOSED,2019-04-12 18:14:00+00:00,"Officer dispatched to a report of a group of individuals on bicycles in the lot. Officer arrived and reported individuals 
gone on arrival.",25 TRAVIS ST LOT 25 TRAVIS ST ALLSTON,"SKATEBOARD/BIKE
COMPLAINT","4/12/19
6:14 PM"
CLOSED,2019-03-22 08:07:00+00:00,"Officer dispatched to a report of an unwanted guest sleeping in the alleyway near the building. Officer arrived, located  
individual and conducted a field interview. The individual was run for wants/warrants with negative results and sent on   
their way.",8 STORY ST 8 STORY ST CAMBRIDGE,FIELD INTERVIEW,"3/22/19
8:00 AM - 8:20 AM"
OPEN,2020-02-17 13:41:00+00:00,"Officer dispatched to take a report of a stolen Google Pixel cellphone valued at $700.00 and $120.00 in U.S. currency and  a recovered stolen license, HUID card, and cellphone case.",RADCLIFFE CAMPUS DRIVE 45 SHEPARD ST CAMBRIDGE,THEFT REPORT,2/17/20 10:10 AM - 11:15 AM
CLOSED,2020-02-27 08:28:00+00:00,"Officer dispatched to a report of an individual drinking alcohol in the building. Officer arrived, located the individual, and conducted a field interview. During the field interview, the individual was run for wants/warrants with negative       results. Officer reported that a small bottle of alcohol was discovered in a nearby trash barrel and that the individual   was then informed of the policy regarding consuming alcohol inside of the building and allowed to remain in the area.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,FIELD INTERVIEW,2/27/20 8:28 AM - 8:49 AM
CLOSED,2019-06-03 12:28:00+00:00,Officer dispatched to take a report of stolen U.S. currency valued at $200.00.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,6/3/19 12:45 PM
CLOSED,2019-07-21 09:41:00+00:00,Officers dispatched to a report of two unwanted guests blocking the entrance to the building. Officers arrived and         reported one individual who was seated on a nearby bench in the area.,LITTAUER HKS 79 JFK ST CAMBRIDGE,UNWANTED GUEST,7/21/19 9:41 AM
CLOSED,2019-06-01 15:12:00+00:00,Officer dispatched to a report of several unattended power tools left outside of the building. Officer arrived and         reported that the power tools would be moved inside of the building.,BOTANIC GARDENS D 30 FERNALD DR CAMBRIDGE,HAZARDOUS CONDITION,6/1/19 3:12 PM
CLOSED,2019-03-19 10:22:00+00:00,"Officer dispatched to a report of a disturbance. Officer arrived and reported that the disturbance had been a result of a 
misunderstanding, however, the issue had been resolved.",DENTAL SCHOOL LOT 188 LONGWOOD AVE BOSTON,DISTURBANCE,"3/19/19
10:22 AM"
CLOSED,2019-04-21 13:03:00+00:00,"Officer dispatched to a report of an unwanted guest. Officer arrived, located the individual, and sent them on their way.",LAW SCHOOL PROJECT OFFICES 125 MT AUBURN ST CAMBRIDGE,UNWANTED GUEST,"4/21/19
1:03 PM"
OPEN,2020-03-20 19:44:00+00:00,Officer took a report of a stolen gray Apple MacBook Air laptop valued at $900.00.,STORY HALL 12 EVERETT ST CAMBRIDGE,THEFT REPORT,3/20/20 5:30 PM - 7:30 PM
CLOSED,2019-12-28 20:29:00+00:00,Officer dispatched to take a report of tagging/graffiti done to a construction sign attached to the fence near the         building.,HILLES SOC 59 SHEPARD ST CAMBRIDGE,VANDALISM,12/28/19 7:30 PM - 8:25 PM
CLOSED,2019-08-02 14:48:00+00:00,Officer dispatched to take a report of annoying telephone calls.,BAKER- BLOOMBERG LIBRARY 25 HARVARD WAY ALLSTON,ANNOYING CALLS/TEXTS/EMAILS,7/27/19 - 9:00 AM 7/29/19 - 9:30 AM
CLOSED,2019-06-25 15:39:00+00:00, ,ROSOVSKY HALL 52 MT AUBURN ST CAMBRIDGE,SUSPICIOUS MAIL/ PACKAGE/BAG,6/25/19 3:39 PM
CLOSED,2020-05-28 20:11:00+00:00,"Officer dispatched to a report of a group of individuals in the area. Officer arrived, located the group, and reported     that all was well.",61 KIRKLAND STCAMBRIDGE,REMOVE GROUP,5/28/20 8:11 PM
CLOSED,2019-08-29 17:57:00+00:00,"Officer dispatched to a report of suspicious activity. Officer arrived and reported that an individual was observed        removing several books from the building. Officer then located the individual and conducted a field interview. Following   the field interview, the officer took possession of the recovered-stolen books and the individual was sent on their way.",WASSERSTEIN HALL 1585 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,8/29/19 5:50 PM - 6:20 PM
OPEN,2020-04-21 15:07:00+00:00,Officer dispatched to take a report of a past theft of a black Marin mountain bike valued at $500.00. A cable lock of      unknown value was damaged and left at the scene.,LEVERETT HOUSE FACULTY DEAN 25 DEWOLFE ST CAMBRIDGE,THEFT REPORT,4/21/20 3:05 PM - 3:10 PM
CLOSED,2019-07-30 01:22:00+00:00,"Officers dispatched to a report of a possibly intoxicated individual yelling in front of the building. Officers arrived    and reported that the individual was gone on arrival. Shortly thereafter, officers were again dispatched to a report of    the individual yelling in the area. Officers arrived and again reported that the individual was gone on arrival.",CONTINUUM 219 WESTERN AVE ALLSTON,UNWANTED GUEST,7/30/19 1:22 AM
OPEN,2019-10-20 15:13:00+00:00,Officer dispatched to take a report of a stolen unattended and unsecured Casio watch valued at $100.00 and $107.00 in U.S. currency.,HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,10/20/19 2:35 PM - 4:10 PM
OPEN,2020-03-12 07:40:00+00:00,Officer dispatched to take a report of a stolen unattended and unsecured silver iPhone 11 ProMax valued at $650.00.,SPANGLER CENTER 117 WESTERN AVE ALLSTON,THEFT REPORT,3/12/20 6:15 AM - 7:15 AM
CLOSED,2019-07-26 15:16:00+00:00,Officer dispatched to take a report of past suspicious activity.,STORY HALL 12 EVERETT ST CAMBRIDGE,SUSPICIOUS ACTIVITY,7/26/19 3:10 PM - 3:45 PM
OPEN,2020-02-29 15:56:00+00:00,Officer dispatched to take a report of stolen U.S. currency valued at $20.00 from a locker in the building.,MALKIN ATHLETIC CENTER 39 HOLYOKE ST CAMBRIDGE,THEFT REPORT,2/29/20 3:00 PM - 3:56 PM
CLOSED,2019-05-25 11:12:00+00:00,Officer dispatched to take a report of an assault and battery.,ATHLETICS - GORDON TRACK LOT 79 N HARVARD ST ALLSTON,ASSAULT REPORT,"5/25/19
11:14 AM - 11:35 AM"
CLOSED,2019-08-31 20:22:00+00:00,"Officers dispatched to a report of an individual causing a disturbance by yelling in the building. Officers arrived and    located the individual a short distance away. Officers then conducted a field interview and the individual was run for     wants/warrants with negative results. Following the field interview, the individual was issued a verbal trespass warning   for all Harvard University property and sent on their way.",PRESCOTT HALL 472 BROADWAY CAMBRIDGE,TRESPASS WARNING,8/31/19 8:15 PM - 8:49 PM
OPEN,2019-05-08 14:07:00+00:00,Officer dispatched to take a report of a stolen blue Marin bicycle valued at $800.00 and a black U-lock valued at $80.00.,PERKIN LAB 60 GARDEN ST CAMBRIDGE,THEFT REPORT,"5/7/19
9:30 AM - 7:00 PM"
OPEN,2019-09-12 20:49:00+00:00,Officer dispatched to take a report of a stolen beige Nine West wallet valued at $30.00 containing $175.00 in U.S.,WASSERSTEIN HALL 1585 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,9/12/19 6:00 PM - 7:20 PM
CLOSED,2019-12-11 13:51:00+00:00,Officers dispatched to monitor a demonstration that occurred without incident.,HARVARD YARD 1 PEABODY ST CAMBRIDGE,DEMONSTRATION,12/11/19 7:00 AM - 6:00 PM
